Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
CANADA,TECUN UMAN,27/12/2016, 87032369,2012,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24954.5,2994.54,;
JAPON,TECUN UMAN,27/12/2016, 87043151,1995,TOYOTA,XTRACAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20065.43,2407.85,;
JAPON,TECUN UMAN,27/12/2016, 87032269,2012,TOYOTA,YARIS LE,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21023.78,2522.85,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87043151,1999,TOYOTA,TACOMA X/CAB V6 SR5 4WD,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,32254.43,3870.53,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87032369,2009,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20874.03,2504.88,;
ESTADOS UNIDOS,EL CARMEN,27/12/2016, 87043151,1996,TOYOTA,TACOMA 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,19316.72,2318.01,;
ESTADOS UNIDOS,TECUN UMAN,23/12/2016, 87043151,1999,TOYOTA,TACOMA XTRA/C V6 SR5 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,27552.53,3306.3,;
JAPON,SANTO TOMAS DE CASTILLA,23/12/2016, 87032369,2002,TOYOTA,RAV4 L 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,17819.3,2138.32,;
CANADA,EL CARMEN,23/12/2016, 87032369,2005,TOYOTA,COROLLA XRS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23808.98,2857.08,;
JAPON,EL CARMEN,23/12/2016, 87032369,2003,TOYOTA,RAV4 S 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11904.49,1428.54,;
JAPON,EL CARMEN,23/12/2016, 87043151,1987,TOYOTA,STD BED REG. CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12975.14,1557.02,;
ESTADOS UNIDOS,PUERTO BARRIOS,30/12/2016, 87032374,2000,TOYOTA,SIENNA XLE,3000,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,19820.73,2378.49,;
CANADA,TECUN UMAN,20/12/2016, 87032369,2003,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15143.17,1817.18,;
JAPON,EL CARMEN,17/12/2016, 87032269,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17516.06,2101.93,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,17/12/2016, 87043151,2001,TOYOTA,TACOMA PRERUNNER SR5 X/C,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,27158.14,3258.98,;
JAPON,EL CARMEN,17/12/2016, 87043151,1991,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17830.72,2139.69,;
JAPON,TECUN UMAN,17/12/2016, 87032379,2007,TOYOTA,RAV4 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32275.11,3873.01,;
JAPON,TECUN UMAN,18/12/2016, 87032269,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,16617.03,1994.04,;
JAPON,EL CARMEN,18/12/2016, 87043151,1991,TOYOTA,XTRA CAB 4X4 SR5,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,19516.4,2341.97,;
JAPON,EL CARMEN,22/12/2016, 87043151,1991,TOYOTA,DLX X/C 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18174.21,2180.91,;
JAPON,EL CARMEN,14/12/2016, 87043151,1985,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17852.62,2142.31,;
ESTADOS UNIDOS,EL CARMEN,14/12/2016, 87032379,1999,TOYOTA,AVALON XLS,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17852.62,2142.31,;
JAPON,EL CARMEN,15/12/2016, 87032369,2002,TOYOTA,CELICA GT-F,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,19337.36,2320.48,;
ESTADOS UNIDOS,PUERTO BARRIOS,15/12/2016, 87032369,2005,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16886.46,2026.38,;
JAPON,EL CARMEN,13/12/2016, 87043151,1986,TOYOTA,4X4 XTRA CAB SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17855.95,2142.71,;
JAPON,EL CARMEN,29/12/2016, 87032379,2005,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21663.65,2599.64,;
ESTADOS UNIDOS,EL CARMEN,23/12/2016, 87043151,1994,TOYOTA,X/C 4X2 DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,15573.17,1868.78,;
ESTADOS UNIDOS,EL CARMEN,23/12/2016, 87032369,2006,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15333.58,1840.03,;
ESTADOS UNIDOS,EL CARMEN,26/12/2016, 87043151,1994,TOYOTA,4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,15333.58,1840.03,;
JAPON,EL CARMEN,05/01/2017, 8704315100,1990,TOYOTA,DLX REG.CAB SHORT BED 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,23333.14,2799.98,;
JAPON,EL CARMEN,23/12/2016, 87043151,1992,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21937.2,2632.46,;
JAPON,EL CARMEN,23/12/2016, 87032269,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19953.12,2394.37,;
JAPON,PUERTO BARRIOS,28/12/2016, 87043151,1993,TOYOTA,DLX X/C 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,10350,1242,;
ESTADOS UNIDOS,TECUN UMAN,17/12/2016, 87032369,1995,TOYOTA,COROLLA DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15583.15,1869.98,;
JAPON,EL CARMEN,06/01/2017, 8703237300,1987,TOYOTA,4RUNNER 4X4 DLX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,2,0,11917.47,1430.1,;
JAPON,TECUN UMAN,14/12/2016, 87032490,2007,TOYOTA,RAV4 SPORT 2WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17480.83,2097.7,;
JAPON,EL CARMEN,14/12/2016, 87043151,1983,TOYOTA,SR5 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17855.95,2142.71,;
ESTADOS UNIDOS,EL CARMEN,31/12/2016, 87032369,2001,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20535.33,2464.24,;
JAPON,EL CARMEN,07/01/2017, 8703249000,1998,TOYOTA,4RUNNER LIMITED 2WD,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14180.28,1701.63,;
ESTADOS UNIDOS,EL CARMEN,05/01/2017, 8704315100,1994,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,15618.36,1874.2,;
ESTADOS UNIDOS,TECUN UMAN,28/12/2016, 87032480,2006,TOYOTA,SIENNA LE,3300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,16635,1996.2,;
JAPON,EL CARMEN,27/12/2016, 87032373,1987,TOYOTA,4RUNNER SR5 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,2,0,18952.74,2274.33,;
JAPON,EL CARMEN,20/12/2016, 87043151,1988,TOYOTA,1 Ton Long Bed 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17815.49,2137.86,;
ESTADOS UNIDOS,PUERTO BARRIOS,15/12/2016, 87032369,2003,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,7142.83,857.14,;
JAPON,EL CARMEN,16/12/2016, 87032369,1996,TOYOTA,COROLLA DLX,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,15589.81,1870.78,;
ESTADOS UNIDOS,TECUN UMAN,16/12/2016, 87032369,2006,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14833.96,1780.08,;
JAPON,EL CARMEN,27/12/2016, 87043151,1993,TOYOTA,DLX X/C 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18765.46,2251.86,;
JAPON,EL CARMEN,27/12/2016, 87032379,2004,TOYOTA,RAV4 L 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26541.32,3184.96,;
ESTADOS UNIDOS,PUERTO BARRIOS,28/12/2016, 87043151,1994,TOYOTA,DX 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,11100,1332,;
JAPON,EL CARMEN,14/12/2016, 87032379,2008,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25358.45,3043.01,;
JAPON,TECUN UMAN,13/12/2016, 87032470,1998,TOYOTA,4RUNNER SR5 4X4,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13316.76,1598.01,;
ESTADOS UNIDOS,EL CARMEN,13/12/2016, 87043151,1995,TOYOTA,TACOMA 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17855.95,2142.71,;
ESTADOS UNIDOS,TECUN UMAN,13/12/2016, 87032369,2009,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,38112.7,4573.52,;
JAPON,EL CARMEN,06/01/2017, 8703236900,2001,TOYOTA,RAV4 4X4 L,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17951.63,2154.2,;
JAPON,EL CARMEN,04/01/2017, 8703247000,2002,TOYOTA,4RUNNER 4WD SR5,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22213.63,2665.64,;
JAPON,PUERTO BARRIOS,30/12/2016, 87043151,1989,TOYOTA,SR5 X/C 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,13577.39,1629.29,;
JAPON,TECUN UMAN,03/01/2017, 8703237900,2004,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15153.57,1818.43,;
JAPON,EL CARMEN,20/12/2016, 87032379,2006,TOYOTA,RAV-4 4X2 SPORT,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30478.82,3657.46,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87032369,2005,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16902.26,2028.27,;
JAPON,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2009,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16114.47,1933.74,;
JAPON,TECUN UMAN,18/12/2016, 87043151,1991,TOYOTA,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,25322.62,3038.71,;
JAPON,EL CARMEN,12/12/2016, 87043151,1986,TOYOTA,DLX REG.CAB LONG BED 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,17855.71,2142.69,;
ESTADOS UNIDOS,PUERTO BARRIOS,12/12/2016, 87043151,1997,TOYOTA,TACOMA X/C 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18305.86,2196.7,;
JAPON,TECUN UMAN,13/12/2016, 87032379,1999,TOYOTA,4RUNNER SR5 2WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27706.36,3324.76,;
JAPON,SANTO TOMAS DE CASTILLA,06/01/2017, 8704315100,1995,TOYOTA,DX X/C 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,34786.93,4174.43,;
JAPON,SANTO TOMAS DE CASTILLA,20/12/2016, 87032269,2001,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14268.27,1712.19,;
JAPON,EL CARMEN,21/12/2016, 87032269,2002,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16091.67,1931,;
JAPON,EL CARMEN,21/12/2016, 87032369,1994,TOYOTA,COROLLA DX,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,17780.03,2133.6,;
JAPON,EL CARMEN,21/12/2016, 87043151,1990,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17780.03,2133.6,;
CANADA,PUERTO BARRIOS,21/12/2016, 87032369,1998,TOYOTA,COROLLA VE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,7209.13,865.1,;
JAPON,EL CARMEN,24/12/2016, 87043151,1994,TOYOTA,4X2 XTRA CAB DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17819.3,2138.32,;
JAPON,PUERTO BARRIOS,27/12/2016, 87032379,2007,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25544.99,3065.4,;
JAPON,TECUN UMAN,27/12/2016, 87032369,1999,TOYOTA,RAV4 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14967.42,1796.09,;
JAPON,EL CARMEN,19/12/2016, 87043151,1985,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17815.49,2137.86,;
ESTADOS UNIDOS,EL CARMEN,19/12/2016, 87043151,1994,TOYOTA,X/C 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20809.69,2497.16,;
JAPON,EL CARMEN,19/12/2016, 87043151,1992,TOYOTA,DLX XTRA CAB 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17815.49,2137.86,;
JAPON,EL CARMEN,19/12/2016, 87043151,1993,TOYOTA,DLX X/C 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20809.69,2497.16,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87043151,1994,TOYOTA,XTRA CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,19312.59,2317.51,;
JAPON,TECUN UMAN,23/12/2016, 87032470,2006,TOYOTA,4RUNNER SPORT 4WD,4700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33564.67,4027.76,;
ESTADOS UNIDOS,EL CARMEN,23/12/2016, 87043151,1999,TOYOTA,TACOMA SR5 X/C 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,27552.53,3306.3,;
JAPON,EL CARMEN,23/12/2016, 87032369,1997,TOYOTA,RAV4 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17819.3,2138.32,;
JAPON,EL CARMEN,23/12/2016, 87032379,1997,TOYOTA,4RUNNER 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15385.99,1846.32,;
JAPON,EL CARMEN,30/12/2016, 87043151,1988,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17902.6,2148.31,;
CANADA,EL CARMEN,30/12/2016, 87032369,2003,TOYOTA,MATRIX XR 4WD,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14517.65,1742.12,;
JAPON,SANTO TOMAS DE CASTILLA,30/12/2016, 87032470,2006,TOYOTA,4RUNNER SPORT EDITION 4X4,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,46396.31,5567.56,;
ESTADOS UNIDOS,PUERTO BARRIOS,04/01/2017, 8704315100,1992,TOYOTA,DLX 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,15817.19,1898.06,;
JAPON,EL CARMEN,15/12/2016, 87032379,2006,TOYOTA,RAV4 LIMITED 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29080.99,3489.72,;
ESTADOS UNIDOS,PUERTO BARRIOS,15/12/2016, 87032369,2010,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19974.44,2396.93,;
ESTADOS UNIDOS,PUERTO BARRIOS,15/12/2016, 87043151,1993,TOYOTA,DLX 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,27207.21,3264.87,;
JAPON,TECUN UMAN,18/12/2016, 87032379,2009,TOYOTA,RAV4 4WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37968.95,4556.27,;
JAPON,SANTO TOMAS DE CASTILLA,07/01/2017, 8704315100,1992,TOYOTA,SR5 X/C 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,13109.21,1573.11,;
JAPON,SANTO TOMAS DE CASTILLA,07/01/2017, 8704315100,1990,TOYOTA,DLX 4X4 X/C,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,25969.52,3116.34,;
CANADA,EL CARMEN,03/01/2017, 8703236900,2002,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26127.01,3135.24,;
ESTADOS UNIDOS,EL CARMEN,27/12/2016, 87043151,2000,TOYOTA,TACOMA XTRA CAB 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23072.9,2768.75,;
JAPON,EL CARMEN,23/12/2016, 87032369,1997,TOYOTA,RAV4 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17819.3,2138.32,;
JAPON,EL CARMEN,30/12/2016, 87043151,1989,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17902.6,2148.31,;
JAPON,PUERTO BARRIOS,30/12/2016, 87043151,1983,TOYOTA,4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12261.02,1471.32,;
JAPON,EL CARMEN,04/01/2017, 8703236900,1999,TOYOTA,RAV4 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13488.47,1618.62,;
JAPON,TECUN UMAN,21/12/2016, 87043151,1986,TOYOTA,REGULAR CAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17779.31,2133.52,;
JAPON,EL CARMEN,20/12/2016, 87032369,1999,TOYOTA,RAV-4 L 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15538.22,1864.59,;
JAPON,EL CARMEN,20/12/2016, 87043151,1990,TOYOTA,4X4 X/C DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21514.46,2581.74,;
JAPON,EL CARMEN,20/12/2016, 87043151,1990,TOYOTA,XTRA CAB 4X2 SR5,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17779.31,2133.52,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032269,2001,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10145.07,1217.41,;
ESTADOS UNIDOS,TECUN UMAN,22/12/2016, 87043151,2001,TOYOTA,TUNDRA ACCESS CAB SR5 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,16285.91,1954.31,;
JAPON,TECUN UMAN,22/12/2016, 87032369,2003,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14814.2,1777.7,;
JAPON,TECUN UMAN,23/12/2016, 87032269,2002,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15556.53,1866.78,;
JAPON,EL CARMEN,27/12/2016, 87043151,1990,TOYOTA,4X2 X/CAB DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17829.06,2139.49,;
JAPON,TECUN UMAN,27/12/2016, 87043151,1994,TOYOTA,XTRACAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21522.22,2582.67,;
ESTADOS UNIDOS,PUERTO BARRIOS,04/01/2017, 8703236900,2004,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11515.1,1381.81,;
ESTADOS UNIDOS,PUERTO BARRIOS,19/12/2016, 87043151,1993,TOYOTA,4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,14748.53,1769.82,;
JAPON,EL CARMEN,13/12/2016, 87032379,1997,TOYOTA,CAMRY LE,2200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11313.77,1357.65,;
JAPON,EL CARMEN,07/01/2017, 8703226900,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13426.01,1611.12,;
JAPON,PUERTO BARRIOS,22/12/2016, 87032269,2000,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8690.71,1042.89,;
JAPON,EL CARMEN,22/12/2016, 87043151,1985,TOYOTA,STANDARD 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17800.26,2136.03,;
ESTADOS UNIDOS,TECUN UMAN,30/12/2016, 87032369,2001,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12637.13,1516.46,;
JAPON,EL CARMEN,30/12/2016, 87043151,1986,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17902.6,2148.31,;
ESTADOS UNIDOS,TECUN UMAN,22/12/2016, 87032369,2005,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15504.17,1860.5,;
JAPON,EL CARMEN,28/12/2016, 87043151,1985,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17850,2142,;
JAPON,EL CARMEN,28/12/2016, 87043151,1989,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,18037.5,2164.5,;
ESTADOS UNIDOS,PUERTO BARRIOS,22/12/2016, 87032369,2007,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16775.62,2013.07,;
ESTADOS UNIDOS,EL CARMEN,19/12/2016, 87043151,1998,TOYOTA,TACOMA SR5 X/C 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,24253.02,2910.36,;
CANADA,TECUN UMAN,20/12/2016, 87032369,2012,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27381.96,3285.84,;
CANADA,PUERTO BARRIOS,19/12/2016, 87032379,2014,TOYOTA,RAV-4 LIMITED AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,62339.24,7480.71,;
JAPON,EL CARMEN,20/12/2016, 87032379,2000,TOYOTA,4RUNNER 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16827.4,2019.29,;
ESTADOS UNIDOS,EL CARMEN,16/12/2016, 87032369,2003,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20086.87,2410.42,;
JAPON,EL CARMEN,17/12/2016, 87043151,1997,TOYOTA,T100 DX XTRA CAB 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,40563.84,4867.66,;
ESTADOS UNIDOS,EL CARMEN,17/12/2016, 87032374,2011,TOYOTA,SIENNA,2700,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,59036.17,7084.34,;
ESTADOS UNIDOS,EL CARMEN,15/12/2016, 87032369,1997,TOYOTA,COROLLA CE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9503.79,1140.45,;
JAPON,EL CARMEN,18/12/2016, 87043151,1988,TOYOTA,XTRA CAB 4X4 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17830.72,2139.69,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87032369,2000,TOYOTA,COROLLA VE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14084.77,1690.17,;
JAPON,EL CARMEN,18/12/2016, 87043151,1995,TOYOTA,X/C 4X2 DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17830.72,2139.69,;
JAPON,EL CARMEN,14/12/2016, 87043151,1987,TOYOTA,REGULAR CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12061.77,1447.41,;
ESTADOS UNIDOS,EL CARMEN,15/12/2016, 87043151,1996,TOYOTA,TACOMA XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,25353.72,3042.45,;
ESTADOS UNIDOS,EL CARMEN,15/12/2016, 87032369,1997,TOYOTA,COROLLA DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17838.34,2140.6,;
ESTADOS UNIDOS,EL CARMEN,13/12/2016, 87032369,2006,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24743.25,2969.19,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032269,2010,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12866.79,1544.01,;
CANADA,SANTO TOMAS DE CASTILLA,13/12/2016, 87032369,2015,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,39088.03,4690.56,;
