Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,EL CARMEN,12/12/2016, 87032369,2008,AUDI,A4 2.0T QUATTRO,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20651.13,2478.14,;
ALEMANIA REP. FED.,PUERTO BARRIOS,09/12/2016, 87032369,2009,AUDI,A4 2.0T QUATTRO,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26981.63,3237.8,;
ALEMANIA REP. FED.,PUERTO BARRIOS,07/01/2017, 8703236900,2008,AUDI,A4 2.0T CABRIOLET QUATTRO,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,23118.38,2774.21,;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/12/2016, 87032369,2003,AUDI,A4 QUATTRO,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15794.41,1895.33,;
ALEMANIA REP. FED.,PUERTO BARRIOS,20/12/2016, 87032369,2005,AUDI,A4 QUATTRO,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17779.31,2133.52,;
ALEMANIA REP. FED.,PUERTO BARRIOS,30/12/2016, 87032369,2003,AUDI,A4 1.8T QUATTRO,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8612.8,1033.54,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,655273.51,78632.82,;
ALEMANIA REP. FED.,TECUN UMAN,14/12/2016, 87032369,2006,AUDI,A4 2.0T QUATTRO,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16787.46,2014.5,;
HUNGRIA,G1; INTEGRADA,03/01/2017, 87032369,2009,AUDI,TT 2.0T QUATTRO S,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,30223.8,3626.86,
SLOVAKIA,PUERTO BARRIOS,05/01/2017, 8703249000,2012,AUDI,Q5 3.2 QUATTRO SLINE,3200,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,51288.35,6154.6,;
ALEMANIA REP. FED.,PUERTO BARRIOS,13/12/2016, 87032369,2011,AUDI,A4 2.0 T,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27369.12,3284.29,;
HUNGRIA,PUERTO BARRIOS,14/12/2016, 87032369,2001,AUDI,TT ROADSTER QUATTRO,1781,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,16727.45,2007.29,;
ALEMANIA REP. FED.,PUERTO BARRIOS,13/12/2016, 87032369,2009,AUDI,A4 2.0T QUATTRO,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17630.64,2115.68,;
ALEMANIA REP. FED.,PUERTO BARRIOS,04/01/2017, 8703236900,2006,AUDI,A3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25555.5,3066.66,;
HUNGRIA,TECUN UMAN,18/12/2016, 87032369,2002,AUDI,TT ROADSTER,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,17973.07,2156.77,;
ALEMANIA REP. FED.,TECUN UMAN,10/12/2016, 87032490,2007,AUDI,Q7 QUATTRO PREMIUM 4WD,3600,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,42781.62,5133.79,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/12/2016, 87032369,2011,AUDI,Q5 2.0T QUATTRO,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,66825.31,8019.04,;
ALEMANIA REP. FED.,G1; INTEGRADA,28/12/2016, 87032369,2009,AUDI,A4 PREMIUN PLUS,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,40190.75,4822.89,
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2016,AUDI,A3,1968,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,748884.01,89866.08,;
ITALIA,TECUN UMAN,23/12/2016, 87112090,2007,APRILIA,SPORTCITY 250,244,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7060.34,847.24,;
ITALIA,TECUN UMAN,19/12/2016, 87112090,2008,APRILIA,SCARABEO 200,181,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,6549.81,785.98,;
SUIZA,TECUN UMAN,23/12/2016, 87112090,2012,ARO,ROMEO SCOOTER,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,6513.78,781.65,;
ESTADOS UNIDOS,TECUN UMAN,17/12/2016, 87041000,1987,AM GENERAL,XM817 WO/W 6X6,10800,PESADO,CAMION VOLTEO,OCASIONAL,DIESEL,3,2,15,52593.14,6311.18,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,15/12/2016, 87033390,2017,BMW,X5  XDRIVE30D,2993,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,369878.69,44385.44,;
ALEMANIA REP. FED.,TECUN UMAN,27/12/2016, 87032369,2015,BMW,528I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,99788.07,11974.57,;
ALEMANIA REP. FED.,PUERTO BARRIOS,28/12/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13597.5,1631.7,;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/12/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15629.72,1875.57,;
ALEMANIA REP. FED.,TECUN UMAN,08/12/2016, 87032379,2008,BMW,X3 2.5 Si 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,36678.08,4401.37,;
ESTADOS UNIDOS,EL CARMEN,10/12/2016, 87032379,2006,BMW,X5 4X4 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32350.93,3882.11,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/12/2016, 87032379,2006,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16210.13,1945.22,;
ALEMANIA REP. FED.,TECUN UMAN,21/12/2016, 87032490,2006,BMW,750i,4800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,40003.46,4800.42,;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/12/2016, 87032379,2000,BMW,328I,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8487.53,1018.5,;
ALEMANIA REP. FED.,PUERTO BARRIOS,06/01/2017, 8703237900,2007,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12996.07,1559.53,;
ALEMANIA REP. FED.,G4; ALSERSA,09/12/2016, 87032379,2006,BMW,530XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20454.81,2454.58,
ALEMANIA REP. FED.,PUERTO BARRIOS,08/12/2016, 87032379,2006,BMW,325i SEDAN,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16257.11,1950.85,;
ESTADOS UNIDOS,EL CARMEN,10/12/2016, 87032379,2004,BMW,X5 4X4 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17069.09,2048.29,;
ALEMANIA REP. FED.,PUERTO BARRIOS,08/12/2016, 87032379,2007,BMW,3 SERIES 328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26719.38,3206.33,;
ESTADOS UNIDOS,TECUN UMAN,08/12/2016, 87032379,2002,BMW,Z3,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,13476.19,1617.14,;
ALEMANIA REP. FED.,PUERTO BARRIOS,21/12/2016, 87032379,2007,BMW,X3 3.0 SI 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28462.99,3415.56,;
ALEMANIA REP. FED.,PUERTO BARRIOS,10/12/2016, 87032379,2011,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,29760.15,3571.22,;
ALEMANIA REP. FED.,TECUN UMAN,21/12/2016, 87032369,2015,BMW,320i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,51397.73,6167.73,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,21/12/2016, 87032379,1972,BMW,BAVARIA AUTOMATIC,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,51136.26,6136.35,;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/12/2016, 87032379,2010,BMW,1-SERIES 128I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,22063.65,2647.64,;
ESTADOS UNIDOS,G1; INTEGRADA,09/12/2016, 87032379,2004,BMW,Z4,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,31815.23,3817.83,
ALEMANIA REP. FED.,PUERTO BARRIOS,12/12/2016, 87032379,2002,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15957.15,1914.86,;
ALEMANIA REP. FED.,TECUN UMAN,11/12/2016, 87032369,2013,BMW,328I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,41437.42,4972.49,;
ESTADOS UNIDOS,TECUN UMAN,08/12/2016, 87032379,2003,BMW,X5 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18865.16,2263.82,;
ALEMANIA REP. FED.,PUERTO BARRIOS,12/12/2016, 87032369,2013,BMW,328i XDRIVE,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,65143.34,7817.2,;
ALEMANIA REP. FED.,PUERTO BARRIOS,12/12/2016, 87032379,2006,BMW,5-SERIES 530i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23730.09,2847.61,;
ALEMANIA REP. FED.,PUERTO BARRIOS,14/12/2016, 87032379,2005,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13974.55,1676.95,;
ALEMANIA REP. FED.,PUERTO BARRIOS,12/12/2016, 87032379,1987,BMW,325i CONVERT,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,14464.63,1735.76,;
ALEMANIA REP. FED.,TECUN UMAN,08/12/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18399.17,2207.9,;
ALEMANIA REP. FED.,EL CARMEN,12/12/2016, 87032379,2006,BMW,330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21387.06,2566.45,;
ALEMANIA REP. FED.,EL CARMEN,11/12/2016, 87032369,2012,BMW,328i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,68847.1,8261.65,;
ALEMANIA REP. FED.,TECUN UMAN,23/12/2016, 87032379,2008,BMW,328 Xi,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21300.48,2556.06,;
ALEMANIA REP. FED.,TECUN UMAN,18/12/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17141.47,2056.98,;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/12/2016, 87032379,2002,BMW,3 SERIES 330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9663.65,1159.64,;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/12/2016, 87032379,2006,BMW,X3 3.0I,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23207.74,2784.93,;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/12/2016, 87032379,2009,BMW,528XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27814.83,3337.78,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/12/2016, 87032379,2003,BMW,325i SPORT,2500,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,13752.72,1650.33,;
ALEMANIA REP. FED.,TECUN UMAN,22/12/2016, 87032369,2015,BMW,X1 SDRIVE 28I RWD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,50431.57,6051.79,;
ALEMANIA REP. FED.,TECUN UMAN,14/12/2016, 87032379,2007,BMW,530Xi,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,49403.96,5928.48,;
ESTADOS UNIDOS,TECUN UMAN,14/12/2016, 87032379,1990,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,10786.58,1294.39,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,09/12/2016, 87032379,2001,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9837.45,1180.49,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2017,BMW,X1 SDRIVE18D,1995,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,185349.48,22241.94,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2017,BMW,X1 SDRIVE18D,1995,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,203113.54,24373.62,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2017,BMW,X1 SDRIVE18D,1995,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,203113.54,24373.62,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2017,BMW,X1 SDRIVE18D,1995,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,203113.54,24373.62,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2017,BMW,X1 SDRIVE20I,1998,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,203815.53,24457.86,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2017,BMW,X1 SDRIVE20I,1998,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,212697.67,25523.72,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,09/12/2016, 87032379,2008,BMW,528I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19359.49,2323.14,;
ALEMANIA REP. FED.,PUERTO BARRIOS,09/12/2016, 87032379,2000,BMW,5-SERIES 528I,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13216.72,1586.01,;
ALEMANIA REP. FED.,TECUN UMAN,18/12/2016, 87032379,2005,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13170.76,1580.49,;
ALEMANIA REP. FED.,TECUN UMAN,18/12/2016, 87032379,2005,BMW,325i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13770.11,1652.41,;
ALEMANIA REP. FED.,TECUN UMAN,15/12/2016, 87032379,2007,BMW,X3 3.0 SI  4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37348.08,4481.77,;
ALEMANIA REP. FED.,G4; ALSERSA,19/12/2016, 87032379,2006,BMW,X3 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26088.83,3130.66,
ALEMANIA REP. FED.,PUERTO BARRIOS,13/12/2016, 87032379,2006,BMW,X3 3.0I AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24833.28,2979.99,;
ALEMANIA REP. FED.,EL CARMEN,31/12/2016, 87032379,2006,BMW,X3 3.0i AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28268.05,3392.17,;
ALEMANIA REP. FED.,TECUN UMAN,03/01/2017, 8703237900,2003,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10323.75,1238.85,;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/12/2016, 87032379,2003,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12983.46,1558.02,;
ALEMANIA REP. FED.,EL CARMEN,16/12/2016, 87114090,2009,BMW,F650GS,798,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,26618.72,3194.25,;
ESTADOS UNIDOS,PUERTO BARRIOS,20/12/2016, 87032379,2005,BMW,Z4 2.5i ROADSTER CONVERT,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,13945.49,1673.46,;
ESTADOS UNIDOS,EL CARMEN,19/12/2016, 87032379,2005,BMW,X5 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17875.37,2145.04,;
ALEMANIA REP. FED.,EL CARMEN,26/12/2016, 87032379,2004,BMW,X3 2.5i 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20836.6,2500.39,;
ALEMANIA REP. FED.,TECUN UMAN,13/12/2016, 87032379,2005,BMW,X3 3.0I 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25118.37,3014.2,;
ALEMANIA REP. FED.,TECUN UMAN,21/12/2016, 87032379,2011,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,35358.35,4243,;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/12/2016, 87032379,2008,BMW,335I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,46786.92,5614.43,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,16/12/2016, 87032379,2010,BMW,328I SA,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19801.09,2376.13,;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/12/2016, 87032379,2007,BMW,335i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,13768.83,1652.26,;
ALEMANIA REP. FED.,PUERTO BARRIOS,20/12/2016, 87032490,1997,BMW,M3,3200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13297.13,1595.66,;
ALEMANIA REP. FED.,PUERTO BARRIOS,21/12/2016, 87032379,2007,BMW,328Xi,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14514.79,1741.77,;
ALEMANIA REP. FED.,TECUN UMAN,10/12/2016, 87032379,2011,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,49900.63,5988.08,;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/12/2016, 87032379,2005,BMW,3 SERIES 325XI,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17860.69,2143.28,;
ALEMANIA REP. FED.,PUERTO BARRIOS,10/12/2016, 87032379,2003,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11211.68,1345.4,;
ALEMANIA REP. FED.,PUERTO BARRIOS,30/12/2016, 87032379,2001,BMW,X5 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17398.62,2087.83,;
ALEMANIA REP. FED.,PUERTO BARRIOS,20/12/2016, 87032379,2007,BMW,335i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23404.45,2808.53,;
ALEMANIA REP. FED.,PUERTO BARRIOS,28/12/2016, 87032379,2006,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20161.13,2419.34,;
ALEMANIA REP. FED.,PUERTO BARRIOS,09/12/2016, 87032379,2006,BMW,X3 3.0I 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23527.26,2823.27,;
ALEMANIA REP. FED.,EL CARMEN,26/12/2016, 87032379,2008,BMW,535 Xi,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,36559.51,4387.14,;
ALEMANIA REP. FED.,TECUN UMAN,21/12/2016, 87032369,2014,BMW,328i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,51397.73,6167.73,;
ALEMANIA REP. FED.,PUERTO BARRIOS,09/12/2016, 87032379,2012,BMW,1-SERIES 128I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,31089.33,3730.72,;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/12/2016, 87032379,2006,BMW,X3,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30214.83,3625.78,;
ALEMANIA REP. FED.,EL CARMEN,27/12/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19327.3,2319.28,;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/12/2016, 87032379,2007,BMW,3-SERIES 328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,30417.11,3650.05,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87033269,2017,BMW,X1 SDRIVE18D,1995,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,185349.48,22241.94,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2017,BMW,X1 SDRIVE20I,1998,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,203815.53,24457.86,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2017,BMW,X1 SDRIVE20I,1998,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,212697.67,25523.72,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/12/2016, 87032379,2008,BMW,X3 3.0SI,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,51194.44,6143.33,;
ALEMANIA REP. FED.,EL CARMEN,30/12/2016, 87032379,2000,BMW,328i,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18278.7,2193.44,;
ALEMANIA REP. FED.,PUERTO BARRIOS,28/12/2016, 87032379,2011,BMW,328I X-DRIVE,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24000,2880,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/12/2016, 87032379,2006,BMW,X3 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26775.18,3213.02,;
