Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo_del_Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
MEXICO,SANTO TOMAS DE CASTILLA,08/04/2019, 8703236900,2015,NISSAN,VERSA SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15684.78,1882.17,;
MEXICO,PUERTO BARRIOS,13/04/2019, 8703237900,2008,CHEVROLET,HHR LT,2400,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14396.83,1727.62,;
JAPON,TECUN UMAN,13/04/2019, 8703400000,2009,HONDA,CIVIC HYBRID,1300,LIVIANO,AUTOMOVIL,OCASIONAL,OTROS,5,4,0,12734.35,1528.12,;
ESTADOS UNIDOS,PUERTO BARRIOS,13/04/2019, 8704315100,2015,GMC,CANYON SLE CREW CAB 4X2,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,67225.59,8067.07,;
ESTADOS UNIDOS,TECUN UMAN,08/04/2019, 8703236900,2010,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18389.3,2206.72,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,10/04/2019, 8704315100,2003,TOYOTA,TACOMA SR5 X/C 4WD,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,23756.62,2850.79,;
ESTADOS UNIDOS,TECUN UMAN,12/04/2019, 8704315100,1997,FORD,F-150 SUPERCAB XLT 4X2,4200,LIVIANO,PICK UP,OCASIONAL,GASOLINA,6,3,1,29621.86,3554.62,;
JAPON,PUERTO BARRIOS,12/04/2019, 8703236900,2008,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10578.67,1269.44,;
ESTADOS UNIDOS,TECUN UMAN,16/04/2019, 8704229000,2003,FREIGHTLINER,FL70,7200,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,40597.45,4871.69,;
JAPON,TECUN UMAN,16/04/2019, 8704229000,1991,ISUZU,NPR TURBO ELECTROMATIC,3856,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,17711.58,2125.39,;
JAPON,EL CARMEN,16/04/2019, 8704315100,1993,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29815.39,3577.85,;
ESTADOS UNIDOS,TECUN UMAN,16/04/2019, 8704100000,1995,FREIGHTLINER,FL70,8300,PESADO,CAMION VOLTEO,OCASIONAL,DIESEL,2,2,10,40597.45,4871.69,;
ESTADOS UNIDOS,EL CARMEN,16/04/2019, 8703248000,2015,TOYOTA,SIENNA LE,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,8,4,0,76753.6,9210.43,;
JAPON,EL CARMEN,16/04/2019, 8704315100,1991,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29815.32,3577.84,;
CANADA,PUERTO BARRIOS,16/04/2019, 8703236900,2012,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18599.59,2231.95,;
JAPON,TECUN UMAN,16/04/2019, 8704315100,1991,TOYOTA,XTRACAB DLX 4WD,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,16635.8,1996.3,;
ESTADOS UNIDOS,PUERTO BARRIOS,16/04/2019, 8703236900,2016,FORD,ESCAPE SE 4WD,1600,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,36983.67,4438.04,;
JAPON,EL CARMEN,16/04/2019, 8703237900,2007,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24839.23,2980.71,;
ESTADOS UNIDOS,TECUN UMAN,16/04/2019, 8703237900,2002,BMW,X5 3.0i 4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20512.4,2461.49,;
JAPON,TECUN UMAN,16/04/2019, 8704315100,1992,TOYOTA,DLX XTRACAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,16635.8,1996.3,;
JAPON,PUERTO BARRIOS,16/04/2019, 8703236900,2005,MAZDA,MAZDA 3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9461.8,1135.42,;
JAPON,TECUN UMAN,16/04/2019, 8703237900,2007,SCION,TC,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,18719.09,2246.29,;
JAPON,EL CARMEN,16/04/2019, 8703247000,2007,TOYOTA,4RUNNER SR5 4WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,51662.55,6199.51,;
JAPON,TECUN UMAN,16/04/2019, 8704215900,1999,ISUZU,NPR TURBO INTERCOOLED,4800,PESADO,CAMION,OCASIONAL,DIESEL,2,2,3.4,29150.8,3498.1,;
CANADA,SANTO TOMAS DE CASTILLA,16/04/2019, 8703236900,2009,HONDA,CIVIC S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10821.13,1298.54,;
CANADA,PUERTO BARRIOS,16/04/2019, 8703236900,2008,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14891.71,1787.01,;
JAPON,EL CARMEN,17/04/2019, 8704315100,1990,TOYOTA,DLX XTRA CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29815.47,3577.86,;
JAPON,EL CARMEN,16/04/2019, 8703237900,2007,SCION,tC,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,28082.45,3369.89,;
JAPON,EL CARMEN,16/04/2019, 8704315100,1989,TOYOTA,4X4 XTRA CAB DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29815.39,3577.85,;
CANADA,EL CARMEN,16/04/2019, 8703249000,2007,CHRYSLER,PACIFICA FWD,3800,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,74988.38,8998.61,;
JAPON,EL CARMEN,17/04/2019, 8711209000,2003,HONDA,XR80R,80,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,3716.57,445.99,;
REINO UNIDO,TECUN UMAN,16/04/2019, 8703249000,2004,LAND ROVER,RANGE ROVER HSE 4X4,4400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22092.03,2651.04,;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,10/04/2019, 8703225900,2014,CHEVROLET,SPARK LS,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,20508.05,2460.97,;
TAILANDIA,PUERTO BARRIOS,12/04/2019, 8703225900,2015,MITSUBISHI,MIRAGE,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17841.13,2140.94,;
JAPON,EL CARMEN,13/04/2019, 8704315100,1990,TOYOTA,4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28471.42,3416.57,;
COREA DEL SUR,PUERTO QUETZAL,13/04/2019, 8704215900,2006,KIA,BONGO III,2900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1,24766.32,2971.96,;
MEXICO,PUERTO BARRIOS,13/04/2019, 8703236900,2016,NISSAN,VERSA S,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18646.66,2237.6,;
COREA DEL SUR,PUERTO QUETZAL,13/04/2019, 8703327900,2005,KIA,SORENTO,2500,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,7,5,0,27407.86,3288.94,;
COREA DEL SUR,TECUN UMAN,13/04/2019, 8703237900,2015,KIA,SPORTAGE LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31912.21,3829.47,;
JAPON,TECUN UMAN,13/04/2019, 8704315100,1985,TOYOTA,REGULAR CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,19223.67,2306.84,;
FRANCIA,G8; CENTRALSA,15/04/2019, 8703226900,2015,TOYOTA,YARIS LE,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,35714.19,4285.7,
JAPON,EL CARMEN,14/04/2019, 8703226900,2008,TOYOTA,YARIS S,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,16643.21,1997.19,;
TAILANDIA,EL CARMEN,16/04/2019, 8711209000,2016,HONDA,CRF250L,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,23745.42,2849.45,;
ESTADOS UNIDOS,PUERTO QUETZAL,16/04/2019, 8703249000,2006,NISSAN,XTERRA 4X2,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16642.77,1997.13,;
ESTADOS UNIDOS,EL CARMEN,15/04/2019, 8703236900,2010,HONDA,CIVIC DX-VP SEDAN,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13589.05,1630.69,;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,17/04/2019, 8703236900,2014,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,20742.22,2489.07,;
CANADA,SANTO TOMAS DE CASTILLA,17/04/2019, 8703237900,2011,TOYOTA,RAV-4 SPORT 4WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39972.3,4796.68,;
FRANCIA,SANTO TOMAS DE CASTILLA,17/04/2019, 8703226900,2015,TOYOTA,YARIS LE,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9149.87,1097.98,;
JAPON,EL CARMEN,17/04/2019, 8704315100,1985,TOYOTA,DLX 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28465.85,3415.9,;
ESTADOS UNIDOS,TECUN UMAN,17/04/2019, 8701200000,1996,FREIGHTLINER,D120064ST,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,20,36767.92,4412.15,;
ESTADOS UNIDOS,EL CARMEN,17/04/2019, 8704315100,1993,TOYOTA,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28465.85,3415.9,;
JAPON,EL CARMEN,17/04/2019, 8711409000,2015,HONDA,XR650L,644,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,26508,3180.96,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,17/04/2019, 8703236900,2010,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22448.11,2693.77,;
JAPON,TECUN UMAN,17/04/2019, 8703226900,2016,HONDA,FIT EX,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,34899.02,4187.88,;
MEXICO,PUERTO BARRIOS,17/04/2019, 8703236900,2014,NISSAN,VERSA,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18847.53,2261.7,;
JAPON,SANTO TOMAS DE CASTILLA,17/04/2019, 8703237900,2009,MAZDA,CX-7 4X4,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13640.98,1636.92,;
ESTADOS UNIDOS,EL CARMEN,17/04/2019, 8703236900,2011,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21244.54,2549.34,;
COREA DEL SUR,PUERTO BARRIOS,17/04/2019, 8703236900,2015,HYUNDAI,ACCENT,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19277.15,2313.26,;
CANADA,G1; INTEGRADA,23/04/2019, 8703236900,2006,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9779.12,1173.49,
ALEMANIA REP. FED.,TECUN UMAN,17/04/2019, 8703236900,2017,VOLKSWAGEN,TIGUAN TSi  2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,52291.31,6274.96,;
JAPON,EL CARMEN,17/04/2019, 8703236900,2001,HONDA,CR-V  LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15164.86,1819.78,;
CANADA,EL CARMEN,17/04/2019, 8703248000,2006,DODGE,Grand Caravan SXT,3800,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,29597.42,3551.69,;
JAPON,EL CARMEN,17/04/2019, 8703226900,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10244.67,1229.36,;
CHINA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,SUZUKI,AN125HK,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,368381.64,44205.8,;
CHINA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,SUZUKI,AN125HK,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,368381.64,44205.8,;
JAPON,TECUN UMAN,10/04/2019, 8704229000,1992,UD NISSAN,3300 TURBO INTERCOOLING,6900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,15,40664.48,4879.74,;
ESTADOS UNIDOS,TECUN UMAN,11/04/2019, 8704315100,1996,TOYOTA,TACOMA LX V6 XTRACAB 4WD,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,51187.7,6142.52,;
CANADA,G8; CENTRALSA,12/04/2019, 8703237900,2014,HONDA,CR-V EX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33812.21,4057.47,
ESTADOS UNIDOS,TECUN UMAN,20/04/2019, 8702107000,2005,THOMAS,SAF-T-LINER MVP-EF,7200,PESADO,BUS,OCASIONAL,DIESEL,28,3,5,45158.94,5419.07,;
REINO UNIDO,EL CARMEN,20/04/2019, 8703237900,2006,HONDA,CR-V SE 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26698.7,3203.84,;
JAPON,EL CARMEN,20/04/2019, 8704315100,1993,TOYOTA,XTRA CAB 4X4 DLX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29812.76,3577.53,;
ESTADOS UNIDOS,EL CARMEN,20/04/2019, 8704315100,2003,DODGE,RAM 1500 SLT QUAD CAB 4X2,5700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,15317.43,1838.09,;
ESTADOS UNIDOS,EL CARMEN,20/04/2019, 8703248000,2006,TOYOTA,SIENNA LE,3300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,29597.42,3551.69,;
TAILANDIA,EL CARMEN,20/04/2019, 8711209000,2015,HONDA,GROM 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,12941.78,1553.01,;
JAPON,EL CARMEN,20/04/2019, 8703247000,2004,TOYOTA,4RUNNER SPORT EDITION 4WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33640.36,4036.84,;
JAPON,TECUN UMAN,20/04/2019, 8703236900,2003,TOYOTA,RAV4  2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21969.22,2636.31,;
JAPON,EL CARMEN,21/04/2019, 8703226900,2012,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24280.56,2913.67,;
JAPON,EL CARMEN,20/04/2019, 8703236900,1997,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21969.22,2636.31,;
ESTADOS UNIDOS,EL CARMEN,21/04/2019, 8702108000,2005,INTERNATIONAL,3800 DT466,7600,PESADO,BUS,OCASIONAL,DIESEL,72,2,5,49410.29,5929.23,;
JAPON,EL CARMEN,20/04/2019, 8703247000,2004,TOYOTA,4RUNNER SPORT EDITION 4WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29597.42,3551.69,;
JAPON,EL CARMEN,20/04/2019, 8704315100,1994,TOYOTA,XTRA CAB 4X4 DLX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29812.91,3577.55,;
JAPON,TECUN UMAN,20/04/2019, 8711209000,1999,HONDA,XR250R,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7969.79,956.37,;
ESTADOS UNIDOS,EL CARMEN,20/04/2019, 8704315100,1995,TOYOTA,XTRA CAB 4X2 DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,28465.85,3415.9,;
ESTADOS UNIDOS,EL CARMEN,20/04/2019, 8704315100,2005,TOYOTA,TACOMA ACCESS CAB 4WD,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,35699.98,4284,;
JAPON,TECUN UMAN,20/04/2019, 8703236900,2005,SCION,XB,1500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14859.73,1783.17,;
ESTADOS UNIDOS,TECUN UMAN,20/04/2019, 8704315100,1999,TOYOTA,XTRACAB TACOMA SR5 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,27026.71,3243.21,;
ESTADOS UNIDOS,EL CARMEN,21/04/2019, 8702108000,1999,INTERNATIONAL,3800 DT466E,7600,PESADO,BUS,OCASIONAL,DIESEL,72,2,6,40582.02,4869.84,;
COREA DEL SUR,EL CARMEN,21/04/2019, 8703237900,2015,KIA,SPORTAGE LX AWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32152.86,3858.34,;
ESTADOS UNIDOS,EL CARMEN,21/04/2019, 8704315100,2001,TOYOTA,TACOMA X/CAB SR5 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,33411.52,4009.38,;
TAILANDIA,EL CARMEN,21/04/2019, 8703225900,2018,MITSUBISHI,MIRAGE ES,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28071.78,3368.61,;
COREA DEL SUR,G1; INTEGRADA,08/04/2019, 8703237900,2013,HYUNDAI,TUCSON 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,38135.95,4576.31,
ESTADOS UNIDOS,G8; CENTRALSA,08/04/2019, 8703237900,2005,HONDA,ELEMENT EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,4,4,0,15360.21,1843.23,
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,SPACE,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,519206.77,62304.81,;
JAPON,EL CARMEN,08/04/2019, 8711309000,2014,KAWASAKI,NINJA 300 SE,300,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,17422.18,2090.66,;
ESTADOS UNIDOS,PUERTO QUETZAL,09/04/2019, 8703247000,1999,JEEP,CHEROKEE SPORT 4X4,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,24735.66,2968.28,;
ESTADOS UNIDOS,EL CARMEN,09/04/2019, 8703236900,2002,HONDA,Civic EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20523.71,2462.85,;
CANADA,SANTO TOMAS DE CASTILLA,08/04/2019, 8703236900,2008,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13769.26,1652.31,;
JAPON,SANTO TOMAS DE CASTILLA,08/04/2019, 8703237900,2010,MAZDA,MAZDA3 S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14473.81,1736.86,;
JAPON,G8; CENTRALSA,09/04/2019, 8711409000,2015,YAMAHA,XVS 650,650,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,16810.52,2017.26,
COREA DEL SUR,PUERTO QUETZAL,09/04/2019, 8702107000,2005,KIA,BONGO III,2900,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28975.06,3477.01,;
COREA DEL SUR,PUERTO QUETZAL,09/04/2019, 8702107000,2003,HYUNDAI,GRACE,2500,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,29991.79,3599.01,;
JAPON,EL CARMEN,09/04/2019, 8703215200,2003,YAMAHA,YFM660R RAPTOR660,660,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,11319.19,1358.3,;
CANADA,SANTO TOMAS DE CASTILLA,10/04/2019, 8703236900,2009,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11337.75,1360.53,;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,10/04/2019, 8703236900,2012,HYUNDAI,VELOSTER,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,3,0,15190.1,1822.81,;
ESTADOS UNIDOS,TECUN UMAN,10/04/2019, 8702108000,2009,BLUE BIRD,ALL AMERICAN,7200,PESADO,BUS,OCASIONAL,DIESEL,72,2,5,40664.48,4879.74,;
JAPON,PUERTO QUETZAL,10/04/2019, 8703219000,2002,MERCEDES-BENZ,SMART,590,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,18045.48,2165.46,;
CANADA,EL CARMEN,10/04/2019, 8703236900,2003,HONDA,CIVIC LX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22013.86,2641.66,;
ESTADOS UNIDOS,PUERTO BARRIOS,10/04/2019, 8703249000,2003,FORD,EXPEDITION XLT FX4 4X4,5400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,8,4,0,20890.23,2506.83,;
JAPON,EL CARMEN,11/04/2019, 8704315100,1990,TOYOTA,DLX V6 REGULAR CAB 4WD,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29819.65,3578.36,;
ESTADOS UNIDOS,TECUN UMAN,12/04/2019, 8701200000,1999,FREIGHTLINER,D120064S T,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,40615.54,4873.86,;
JAPON,TECUN UMAN,12/04/2019, 8703236900,2002,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22750.81,2730.1,;
ESTADOS UNIDOS,EL CARMEN,12/04/2019, 8704215100,1999,FORD,F-250 LARIAT SUPERCAB 4X4,7300,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,45901.36,5508.16,;
JAPON,EL CARMEN,12/04/2019, 8704315100,1995,TOYOTA,XTRA CAB DX 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29818.37,3578.2,;
JAPON,PUERTO BARRIOS,12/04/2019, 8703237900,2008,TOYOTA,RAV-4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,34982.42,4197.89,;
JAPON,PUERTO BARRIOS,13/04/2019, 8703237900,2007,HONDA,CR-V EX-L 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27726.37,3327.16,;
COREA DEL SUR,PUERTO QUETZAL,13/04/2019, 8702107000,2008,HYUNDAI,COUNTY,3900,PESADO,BUS,OCASIONAL,DIESEL,25,2,0,48150.79,5778.09,;
JAPON,EL CARMEN,13/04/2019, 8704315100,1989,TOYOTA,XTRA CAB 4X4 DLX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29818.37,3578.2,;
JAPON,EL CARMEN,13/04/2019, 8703236900,2000,TOYOTA,RAV4 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23514.26,2821.71,;
JAPON,EL CARMEN,15/04/2019, 8703247000,2011,TOYOTA,4RUNNER SR5 4WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,53960.65,6475.28,;
COREA DEL SUR,G1; INTEGRADA,10/04/2019, 8703236900,2012,HYUNDAI,ACCENT,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13300.97,1596.12,
JAPON,EL CARMEN,08/04/2019, 8703237900,2004,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12802.28,1536.27,;
CANADA,G1; INTEGRADA,10/04/2019, 8703236900,2006,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9292.8,1115.14,
ESTADOS UNIDOS,TECUN UMAN,08/04/2019, 8704315100,2009,NISSAN,FRONTIER SE CREW CAB 4X4,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,29062.49,3487.5,;
CHINA,TECUN UMAN,08/04/2019, 8711109000,2017,SSR,MOTORSPORTS 50,50,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,10069.02,1208.28,;
JAPON,EL CARMEN,08/04/2019, 8704315100,1990,TOYOTA,DLX XTRA CAB 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,28492.11,3419.05,;
ESTADOS UNIDOS,EL CARMEN,08/04/2019, 8704315100,2001,TOYOTA,Tacoma Xtracab SR5 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,38045.44,4565.45,;
JAPON,TECUN UMAN,08/04/2019, 8711209000,2005,HONDA,CRF250R,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,9764.08,1171.69,;
TAILANDIA,PUERTO QUETZAL,09/04/2019, 8704215900,2020,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,409992.47,49199.1,;
